id,remarks
20533,"R# 1570, 1790"
20527,R# 1534
20530,"R# 1582, 1585, 1817"
20534,"R# 1581, 1586, 1823"
20521,"R# 1578, 1814"
20513,"R# 1545,1789"
20515,"R# 1532, 1596, 1781"
20510,"R# 1422,1588,1771"
20509,"R# 1301,1507,1819"
20523,"R# 1600, 1622"
20516,"R# 1619, 1623"
20520,"R# 1254, 1428, 1821"
20519,"R# 1247, 1496, 1609, 1820"
20526,"R#1617, 1822"
20511,"R# 1494,1495,1783"
20537,"R# 1485, 1592"
20514,"R# 1528, 1828"
20518,"R# 1302, 1827, 1831"
24714,PROVISIONAL ADMISSION
20558,R# 1603
20566,R# 1566
20591,"R# 8895, 8992"
20580,"R# 1273, 1774"
20586,R# 1577
20594,R# 9701
20595,R# 9728
20589,R# 1491
20576,"R# 1281, 1772"
20574,"R# 1256, 1627"
20563,R# 1514
20546,"R# 1506, 1541"
20568,"R# 1307, 1641, 1688"
20554,R# 1555
20553,"R# 1276, 1624"
20549,R# 1504
20579,R# 1526
20557,R#1547
20578,R# 1492
20559,"R # 1515, 1813"
20585,R# 1560
20561,"R# 1525, 1756"
20552,R# 1568
20590,"R# 1497, 1832"
20582,"R# 1359, 1510"
20551,"R# 1538, 1746"
22727,ID 8324
20588,R# 1509
20556,R# 1539
20569,R# 1558
20567,R# 1530
20570,R# 1536
20573,R# 1520
20581,R# 1291
20584,"R# 1287, 1734"
20564,R# 1500
20562,R# 1512
20575,"R# 1505, 1748"
20565,R# 1733
20560,R# 1553
20583,R# 1511
20587,R# 1508
20572,"R# 9811, 9877, 9887"
20550,R# 1610
20547,"R# 1533, 1626"
23907,PH PAY QR CODE 26/03/2025
25698,OLD R# 1517
20639,10115
20603,"RCPT 9230,9347,9569"
20610,R# 9696 10019
20637,9898
20632,"R# 9795, 10065"
20641,9724 9908
20643,9832
20636,9822
20602,Provisional Admission
20633,9669
22282,HDFC NIAE QR CODE 30/08/2024
20601,HDFC QR 2/3/2024
20598,R# 2629
20625,R# 10012
20607,"R # 9791,10078"
20627,9956
20616,r#9683
20615,r#10082
20604,9816
20613,R# 9618
20631,9776
20600,R# 9756
20622,R# 9906
20619,10044
20599,R#10063
20642,10081
20606,9859
20611,R# 10027
20623,R# 10075
20630,R# 9912
20621,R# 9922
20645,9807
20628,R# 9837 10128
20644,9935
20624,R# 10064
20635,9884
20634,9805
20608,R# 10042
20617,10045
20640,10043
20612,R# 9712
20618,9991
20609,R# 9968
20614,R#10069
20620,10028
20605,9925
20654,9820
20683,9709 10124
20676,9933
25697,OLD R# 1377 AERO TO BTECH B1.3
20687,9840
20675,9774
20656,9893
20690,8696
20677,"9842, 9843"
20648,9814
20697,10131
20652,9710
20649,9867
20660,9894
20650,9903
20651,9722
20689,9666
20693,9790
20669,10029
20684,9667 9950
20653,"9909 , 10113"
20679,9668 9692
20663,9923
20668,10093
20647,9742
20694,9914
20680,9958
20685,9745
20666,9987
20664,9986
20696,9716 10022
20646,9897
20673,9778
20662,9899
20695,9880
20667,"9681, 9934"
20661,9740
20665,"9819, 9869"
20688,9919
20678,9680
20672,9779
20691,9879
20671,"10018, 10098"
20681,"9952, 10097"
20670,9824
20674,9964
23908,PH PAY QR CODE 26/03/2025
20659,9849
20655,9738 9762
20658,9749
20699,2599
20698,2673
20718,2652
20709,2598
20700,2672
20739,858
20749,838
20705,2678
20702,2666
20713,2674
20741,900
20714,2660
20721,2618
20745,846 884
20703,"R# 2113, 2356, 2379, 2492"
20725,2642
20701,2661 OLD REC.
20746,854
20743,856 857
20735,1770
20723,2645 2648
20719,2623 2624
20728,1272 1732
20726,1835
20730,1838
22598,PH PAY ID 4934
20738,1839
20737,1787
20731,1576 1593 1778
20729,1840
20734,1834
20732,1836
20733,1837
20716,2611 2671
20722,2601 2602
20712,2655
20748,901
20747,907
20724,2667 SWIPE 21K REBATE 74K OLD REC
20708,"2619, 2679 OLD REC QR"
20707,"2603, 2608 SWIPE 30K + 65K OLD REC"
20706,2657 OLD REC
20740,881
20704,2649
23909,ID 4371
23939,**
20742,869
25701,PH PAY ID 0288
20751,877
20774,2929
20777,2891
20778,2938
20783,2923
20784,2925
20785,0
20768,853 915 916
20756,894
20769,875
20759,867
20757,909
20787,PH PAY ID 0424
20793,2934
20761,845
20776,2943
24716,ID 5859
20781,2909
20786,2936
20754,912
20780,2941 2972 9273
22599,ID 1262
20773,890
22366,ID 7081
20750,876
20775,2924
20770,864
20771,904
20763,923
20760,910 925
20764,851
20755,874
20753,822
20758,878
23910,ID 3240
20767,866 914
20766,847
21748,PROVISIONAL ADMISSION
20765,849
20779,2927
20789,for check
20806,R# 2896
20808,R# 2971
20809,R# 2843
20838,(2054) PH PAY 10/04/2024
20834,40K
20848,PROVISIONAL ADMISSION ID - 7790
20803,PH PAY QR CODE 27/03/2024
20815,R# 2956 2961
20843,ID -30109
20825,HDFC QR CODE 01/04/2024
20811,R# 2954
20805,2907
20807,R# 2978 2981
20812,R# 2953
20846,ID 3567
20821,R# 2975
20822,R# 2988
20816,R# 2960
20824,R# 2955 2959
20820,R# 2933
20852,ID 7000
20844,ID 1068
20819,R# 2892 2958 2977
20817,R# 2987
20814,R# 2957
20829,PH PAY ID 6887
20837,HDFC SWIPE
20810,R# 2911
20828,NEFT BY 30/03/2024 (9374) ACC PNB
20827,PH PAY QR CODE 01/04/2024
20818,R#2969
20823,R# 2965
20813,R# 2932 2935
22840,id 1776
20853,AC NO1045 HDFC NEFT 25K 25/4/24 PROVISIONAL ADMISSION
20874,PROVISIONAL ADMISSION
20857,CH. NO 341822 PROVISIONAL ADMISSION
20877,ID 3764 PROVISIONAL ADMISSION
20883,id 4024
20879,ID 4681 PROVISIONAL ADMISSION
20891,ID 3291
20890,PH PAY QR CODE 10/05/2024
20862,CODE 1304
20892,ID 2831
20855,PH PAY QR CODE 26/04/2024
20859,PH PAY QR CODE 27/04/2024 (6614)
20886,ID 4664 PROVISIONAL ADMISSION
20898,ID 8245
20871,ID 7469 PROVISIONAL ADMISSION
20875,PH PAY QR CODE 06/05/2024
20894,PH PAY QR CODE 10/05/2024
20896,ph pay id 6908 9/5/24
20863,PH PAY QR CODE 30/04/2024
24717,PH PAY QR CODE 24/05/2025 (CHANCHAL GHOSH)
20885,ID 2219 PROVISIONAL ADMISSION
20860,*** PUNEET SIR PROVISIONAL ADMISSION
20872,ID 8536 PROVITIONAL ADMISSION
20895,PH PAY QR CODE 10/05/2024
22651,ID 5588 PROVISIONAL ADMISSION (20K)
20865,PROVISIONAL ADMISSION
20854,PH PAY QR CODE
20868,ID 8386
20897,id 0442
20887,1500 + 13500
20889,id 9600
20888,ID 5278 PROVISIONAL ADMISSION
20884,id 6448
22729,ID 3767
20867,ID 6474
24743,ID 7260
23911,PH PAY QR CODE (16000) 26/03/2025 AND 4000 CASH
20946,"old soft # 10126, 10255"
20466,727
20920,PH PAY QR CODE 15/05/2024
20924,7204
20944,PH PAY QR CODE 16/05/2024
20905,PROVISIONAL ADMISSION
20914,PH PAY QR CODE 15/05/2024
20945,id 4778
20925,old 947
21883,OLD R# 21 07/06/2024 HOSTEL SLIP ADJ
20940,20000 CASH AND 5000 BK *
20939,ID 1301
20902,ID 5051 PROVISIONAL ADMISSION
20947,old R # 10136
20912,ID 8956 PROVISIONAL ADMISSION
20900,ID 0485
20928,2787
20904,ID 5244
20929,5481
20917,ph pay id 0234
20916,id 1364
20901,ID 9924 PROVISIONAL ADMISSION
20919,9527
20927,1978
20937,hdfc
20921,PH PAY QR CODE 15/05/2024
20935,cash
20932,old 1891
20922,PH PAY QR CODE 15/05/2024
20948,"old R# 10130, 10260"
20936,6320
20913,PH PAY QR CODE 15/05/2024
23217,ID 6509
20911,id 7083
20938,PH PAY QR CODE 16/05/2024 (0112)
24718,IMPS ON 23/05/2025 (10569) ACC
25744,NIAE QR 1060
20961,OLD R # 10246
20963,"OLD R #10134, 10169"
20976,OLD R# 10275
20977,OLD R# 9787
20949,old R# 10206
20993,OLD R# 1945
20989,OLD R# 2691
20493,"R# 2194, 2336"
20991,OLD R# 2706
20980,OLD R# 10138 10268
20981,OLD R# 10257
20997,OLD R# 1858
20950,old r# 10147
20987,OLD R# 2681
20994,OLD R# 1845
20959,"OLD R # 10164, 10289"
20969,"OLD R# 10222, 10276"
20996,OLD R# 1936
20965,OLD R# 10150
20960,OLD R# 10245
20975,OLD R# 10293
20970,OLD R# 10178
20964,OLD R# 10173
20962,OLD R# 10227
20995,OLD R# 1901
20982,OLD R# 10202
20958,OLD R# 10236
20951,old r# 10233
20956,OLD R # 10183
20967,OLD R# 10278
20966,OLD R# 10204
20953,old r# 10211
20954,old r# 10231
20968,OLD R# 10266
20988,"OLD R# 2696, 2710, 2717"
20952,old r# 10220
20974,OLD R# 10248
20972,OLD R# 10098
20971,OLD R# 9824
20979,OLD R# 10190
20990,OLD R# 2692
20986,"OLD R# 2684, 2703"
20984,OLD R# 2711
20973,OLD R# 10247
23912,PH PAY QR CODE 26/03/2025
20983,OLD R# 2689
24719,PH PAY QR CODE 24/05/2025 (PROVISIONAL ADMISSION)
23218,ID 2591
21032,ID 6249
21015,OLD R# 1959
21042,OLD R# 3007
23306,PH PAY 15/12/24
21027,OLD R# 2995
21045,OLD R# 2993
21043,OLD R # 2991
21038,OLD R# 2989
21029,OLD R# 3013
21328,PH PAY QR CODE (8510) 06/06/2024
21026,OLD R# 932
21037,OLD R# 2990
21013,OLD R# 1860
21008,OLD R# 1913
20999,OLD R# 1852
20998,OLD R# 1929
21024,OLD R# 933
21022,"OLD R# 1849, 1967"
21023,OLD R# 1933
21031,"OLD R#3004, 3005"
21041,OLD R# 2994
21044,OLD R# 3017
21033,OLD R# 3016
21040,OLD R# 3015
21016,"OLD R#1843, 1854,1918"
21006,OLD R# 1926
21005,OLD R# 1899
21014,"OLD R# 1916,1919"
21007,OLD R# 1863
21009,OLD R# 1908
21018,OLD R# 1961
21003,OLD R# 1934
21001,OLD R# 1938
21004,OLD R# 1925
21000,OLD R# 1942
21011,OLD R# 1946
21020,"OLD R# 1963, 1972"
21021,OLD R# 1842
21017,OLD R# 1864
21047,OLD R# 3018
21035,OLD R# 3023
21030,OLD R# 3024
21046,"OLD R# 3011, 3012"
21036,OLD R# 3001
21087,ID 5017 PROVISIONAL ADMISSION
22447,ID 0208
21066,ID 6397 PROVISIONAL ADMISSION
21074,jay
21050,HDFC
21063,PH PAY 20/5/24
21077,PROVISIONAL ADMISSION
21071,id 6978
21094,ID 9781
21057,AC 9374 NEFT BY TEJAS 16/5/24
21062,5000 CASH AND 12000 PH PAY QR CODE 20/05/2024
21085,ID 4658
21064,NEFT BY 9374 04/03/2024
21092,IMPS ON 21/05/2024 (10569) 23000 AND 2000 **
21058,ID 8446
21051,ID 2256 PROVISIONAL ADMISSION
21075,ut
21053,IMPS ON 19/05/2024 (10569) DEEPIKA
22594,PROVISIONAL ADMISSION
21061,PH PAY QR CODE 20/05/2024 (6032)
21086,ID 6026
21073,8268
21049,hdfc qr id 0562 9/5/24
21059,ID 4044
20055,"9265, 9284, 9360, 9366"
21081,PH PAY
21083,ID 1640
21082,id 1741
21072,ID 0534 PROVISIONAL ADMISSION
21089,PH PAY QR CODE 22/05/2024
21088,PH PAY QR CODE 22/05/2024
21055,PH PAY ID 1667
21076,ID 9286
22289,HDFC NIAE
21012,OLD R# 1935
21093,ph pay 10k+ 10k
21048,OLD R# 3026
25705,SWIPE 5K(20K)
21137,HDFC
21099,PH PAY QR CODE 23/05/2024 (0650)
23914,ID 8966
21142,ID 0431 PROVISIONAL ADMISSION
21122,PH PAY QR CODE (5792) 24/05/2024
21098,5000 SWIPE AND 15000 CASH
21113,id 9652
25745,ID 6916 PROVISIONAL ADMISSION
21107,AC10569 23/5/24 PROVISIONAL ADMISSION
21117,ID 1242
21140,ID 9964 PROVISIONAL ADMISSION
21108,ID 3242
21129,ac 9374 neft by vivek 24/5/24
21067,ID 6397 PROVISIONAL ADMISSION
21116,ID 4752 PROVISIONAL ADMISSION
21121,ID 8720 PROVISIONAL ADMISSION
21118,ID 1338 PROVISIONAL ADMISSION
21139,ID 4117
22732,ID 2401
21136,R# 10362
21124,ID 2250
24787,ID 5448
21123,ID 9133
21141,ID 7998
21130,id 1273
21143,HDFC
23262,ID 1671
21110,id 8488
23951,ID 4179
21152,ID 7886
21156,IMPS ON 28/05/2024 PNB 10569
21177,ID 5083 PROVISIONAL ADMISSION
21184,id 7620
21193,ID 8433
21182,ID 9621 PROVISIONAL ADMISSION
21153,NEFT BY 27/05/2024 (9374 ACC) BOI
21150,PROVISIONAL ADMISSION
21171,AC 9374 NEFT BY THE DHARAMPETH MAHILA 27/5/24
21148,ID 6715
21168,ac 9374 neft by sbi racc
21162,ID 2128
21161,ID 3028
21173,ID 2971 (117000)
21189,ID 0910
21181,ID 3846 PROVISIONAL ADMISSION
21188,DBD ON 28/05/2024 (160000) ACC 6831
21190,DBD ON 28/05/2024 (160000) ACC 6831
22517,PH PAY ID 5244
21195,id 9071
21180,ID 5087
21174,ID 2971 (117000)
22283,HDFC QR CODE NIAE 30/08/2024
21178,ID 5230
21157,ID 7320
21149,ID 8100
21186,ID 5918
21159,ID 6786
21158,ID 0402
21163,ID 6393
21185,hdfc
21164,ID 9001
21179,ID 4210
21187,ID 4445
21167,ID 3985
21147,HDFC
20310,"2710, 2856"
21215,HDFC AC 1045 31/5/24
22603,HDFC QR 9/10/24
21232,ID 1355
21212,AC 9374 30/5/24 NEFT BY PRAVEEN KUMAR (275000)
21225,ID 5577
21205,ID 0217
21213,ID 9458
21240,ID 8224
21209,AC 9374 30/5/24 BY CASH DEPOSIT
21238,AC 9374 31/5/24 NEFT BY PANDHARINATH (270000)
21206,PH PAY QR CODE 30/05/2024
21226,ID 6478
21242,ID 4152
21203,OLD R# 2270
21211,ID 3215
21201,PROVISIONAL ADMISSION
21223,ID 3772
21761,HDFC QR CODE 23/07/2024
21231,ID 8712
21198,PH PAY QR CODE (3578) 30/05/2024
21236,AC 10569 29/5/24 NEFT BY SBI RACPC BAREILLY (230000)
21219,ID 8955
21224,ID 0603
21200,ID 3231
21235,AC 10569 29/5/24 NEFT BY SBI RACPC BAREILLY
21218,ID 7106
22285,PH PAY QR CODE 30/08/2024
21234,HDFC
23219,PH PAY QR CODE 13/12/2024 (3878)
23915,PH PAY QR CODE (40000+5000) 26/03/2025
21002,OLD R# 1922
23263,ID 5168
23940,PH PAY QR CODE 01/04/2025
22506,PH PAY QR CODE (20000+5000) 23/9/2024
21222,ID 4961
21229,ID 5254
21214,PH PAY 20K + CASH 5K PROVISIONAL ADMISSION
21249,NEFT BY 31/05/2024 (310000) PNB 9374 ACC
21248,PH PAY QR CODE 31/05/2024
21257,PH PAY QR CODE 01/06/2024 (9330)
21289,PH PAY QR CODE 03/06/2024 (5833)
21246,PH PAY QR CODE (7241) 31/05/2024
21259,PH PAY QR CODE 31/05/2024
21282,ID 6865
21253,PH PAY QR CODE 01/06/25024 (0412)
21270,NEFT BY 31/05/2024 (6831) HDFC
21264,AC 9374 BY CLEARING 257 28/5/24
21275,IMPS ON 01/06/2024 (60000) ACC 10569
21277,ID 6952
21274,HDFC QR ID 7662 2/6/24 PROVISIONAL ADMISSION
21268,PROVISIONAL ADMISSION
21258,PH PAY QR CODE 01/06/2024 (5043)
21271,CHQ OF RS 104254 29/05/2024
21265,"AC 9374 BY CLEARING 28, 29/5/24 (105000)"
21267,PROVISIONAL ADMISSION
22518,HDFC QR CODE ACMT 23/09/2024
21285,DBD ON (160000) 28/05/2024 HDFC ACC 6831
21286,DD OF RS (70000) 032069
21245,DBD ON 28/05/2024 (160000) HDFC
21247,PH PAY QR CODE (3391) 31/05/2024
21255,PH PAY QR CODE 01/06/2024 (8200)
21283,ID 7597
21252,PH PAY QR CODE 1/06/2024
21250,NEFT BY 31/05/2024 (310000) ACC PNB 9374
21269,ID 0296
21276,ID 7618
21272,AC 10569 BY CHEQ NO 104253 29/5/24
21266,AC 9374 BY CLEARING 28 29/5/24 105000
21273,ID 7209
21290,ID 7757
21256,PH PAY QR CODE (3081) 01/06/2024
21288,ID 8173
25746,NIAE QR ID 1285
21260,id 7180
21278,PH PAY QR CODE 03/06/2024
22738,ID 4926
22878,ph pay 9464 25k 5k adj in next year
21315,PH PAY QR CODE 05/06/2024
21320,id 9744
21306,DBD ON 28/05/2024 (160000) HDFC 6831 ACC
22286,PH PAY QR CODE 30/08/2024
21323,PH PAY QR CODE 06/06/2024
22326,NEFT BY 2/9/2024 RAKESH PNB 10569 ACC
21333,DBD ON 31/05/2024 HDFC ACC 0822) 22000
21307,HDFC 4709 (58000) 04/6/24
21334,id 7261
25704,PH PAY ID 8543
21319,HDFC QR CODE 05/06/2024 (3823)
21336,HDFC QR CODE 06/06/2024 (2987)
21304,id 2178
21310,HDFC PROVISIONAL ADMISSION
21309,ID 3424 PROVISIONAL ADMISSION
21308,ID 3248 PROVISIONAL ADMISSION
21312,ID 9187 PROVISIONAL ADMISSION
21292,ID 9675
21291,ID 4961
21293,ID 0826
20543,"R# 1540, 1572"
21295,IMPS 1/6/24 ( 60000)10569
21322,id 3722
21324,PH PAY QR CODE 06/06/2024
21303,PH PAY QR CODE 18/05/2024 (8361)
21305,PH PAY QR CODE (4460) 04/06/2024
21329,id 2309
21841,PH PAY QR CODE 28/07/2024
21327,id 6671
23264,PH PAY 13/12/24
23916,PH PAY QR CODE 24/03/2025
21326,hdfc
24721,PH PAY QR CODE (500+4500) 24/05/2025 AND CASH 7500
21332,id 0736
21331,id 5221
21335,hdfc
21345,PH PAY QR CODE 07/06/2024 (8206)
21347,ID 3543
21356,AC 6831 7/6/24 (70K) PROVISIONAL ADMISSION
21358,PH PAY QR CODE 08/06/2024
21368,ID 2178 (70K) PROVISIONAL ADMISSION
21343,ID 0037
21359,ID 4299
21381,ID 4039
21375,id 0629
21369,TRF B 1.1 TO B2
21353,ID 9815 PROVISIONAL ADMISSION
21374,ID2433 PROVISIONAL ADMISSION
21366,PH PAY QR CODE 08/06/2024
21373,ID 4585 PROVISIONAL ADMISSION
21377,PROVISIONAL ADMISSION
21372,9/6/24 PROVISIONAL ADMISSION
21355,AC 1045 7/6/24 NEFT BY REETU SHARMA PROVISIONAL ADMISSION
21422,AC 6831 DVD 13/6/24 (50K)
21371,ID 3080 PROVISIONAL ADMISSION
21365,ID 8784
21370,AC 1045 8/5/24 PROVISIONAL ADMISSION
21340,PH PAY QR CODE 06/06/2024
21351,ID 1969 PROVISIONAL ADMISSION
21362,HDFC
22604,AIMT HDFC QR
21367,ID 2455
21346,id 8703
21364,ID 9036
21360,PH PAY QR CODE 08/06/2024
21352,ID 9625
21382,ID 1155
21344,AC 4709 6/6/24 PROVISIONAL ADMISSION
21341,ID 6707
21350,ID 6210 PROVISIONAL ADMISSION
21342,ID 3414
21339,ID 3939
21378,PH PAY QR CODE 10/06/2024
21348,ID 4411
21379,ID 6158
25747,ID 0494 (14500)
21387,ID 1680 PROVISIONAL ADMISSION
21428,ID 5904
21403,ac 4709 11/6/24 hdfc
21430,AC 4709 12/6/24 (20K) HDFC
21384,HDFC BANK ACMT IMPS ON 10/06/2024
21410,CHQ OF RS 100000 (9374 ACC ) 80000
21420,ID 3978 PROVISIONAL ADMISSION
21399,ID 4597
21423,AC 1045 13/6/24 (9999+1) PROVISIONAL ADMISSION
21393,PROVISIONAL ADMISSION
21427,HDFC
21397,ID 3108
21395,IMPS ON 04/06/2024 (10569) (0630)
21390,ID 4754
21419,HDFC QR CODE (0474) 13/06/2024
22287,PNB 9374 ACC (185000) 30/08/2024 EXCESS FEES REF 70000 CHQ NO 000286
21383,ID 5447 PROVISIONAL ADMISSION
21392,AC 1045 11/6/24
21421,AC 6831 DVD 13/6/24 (50K) PROVISIONAL ADMISSION
21389,AC 1045 10/6/24 NEFT GAFOOR PROVISIONAL ADMISSION
21391,ID 1535 PROVISIONAL ADMISSION
21416,PH PAY ID 4794 PROVISIONAL ADMISSION
21412,TRF AME B2 TO BBA AVIATION
21425,ID 6168
21388,HDFC PROVISIONA ADMISSION
21417,ph pay id 7514 12/6/24
22448,ID 4383 PH PAY 17/9/24
21406,"old R # 9913, 10193"
21402,ID 9997
21411,AC 9374 BY CHEQ 13/6/24 (100000)
23221,PH PAY QR CODE 13/12/2024
21405,id 2665
23917,PH PAY QR CODE 07/03/2025
24722,PH PAY QR CODE (22500) 17500 24/05/2025
22060,PROVISIONAL ADMISSION
21385,PH PAY QR CODE 10/06/2024
21458,NEFT BY (28/05/2024) (350000) (20000) 9374 ACC
21447,ID 9622
21442,ID 3069
21431,PROVISIONAL ADMISSION
21460,NEFT BY 15/06/2024 (150000) ACC 9374
21456,9000K
23222,ID 4361
21477,PROVISIONAL ADMISSION
21457,IMPS ON 05/03/2024 (9374) (50000) (15000)
21465,ph pay id 3264 16/6/24
21453,ID 1237
21434,AC 1045 HDFC 14/6/24 PROVISIONAL ADMISSION
21471,ID 8297 PROVISIONAL ADMISSION
21449,ID 2125 PROVISIONAL ADMISSION
22810,AIMT QR PROVISIONAL ADMISSION
21464,ID 0484 PROVISIONAL ADMISSION
21469,AC 0822 16/6/24 10K PROVISIONAL ADMISSION
21454,ID 7202
21455,ID 1748
22734,ID 1896 (30K)
21441,ID 1287
21462,PH PAY QR CODE 15/06/2024
21448,ID 8591
21433,id 2912
22605,NIAE QR
21463,PH PAY QR CODE 15/06/2024 (8673)
23918,ID 1731
21515,PH PAY QR CODE 21/06/2024
21497,CHQ 10578
21501,5000 BK AND 18000 PH PAY QR CODE 20/06/2024 (61000) AND 20000 CASH
21484,PH PAY QR CODE 19/06/2024
21492,AC 1045 HDFC 19/6/24 PROVISIONAL ADMISSION
21526,PH PAY QR CODE (3000+2000+5000) 25/06/2024
21518,5000 bank 18000 ph pay (61k) and 20k cash
22790,ID 2007
22333,AIMT HDFC QR
21521,PROVISIONAL ADMISSION
21499,ID 8141 PROVISIONAL ADMISSION
21507,NEFT BY 19/06/2024 PANKAJ KUMAR
21486,ID 4935
22449,NIAE
21495,PH PAY QR CODE (4243) 20/06/2024
21516,AC 1045 21/6/24 HDFC PROVITONAL ADMISSION
21673,NEFT BY KAMLA DEVI MISHRA (85000) 20000 ACC HDFC 1045 12/07/2024
21498,HDFC QR CODE (30000) 20/06/2024 (20000)
21505,ID 0173 (20K) PROVISIONAL ADMISSION
24723,PH PAY QR CODE 24/05/2025
21525,PH PAY QR CODE 25/06/2024 (6676)
21493,AC 1045 19/6/24 PROVISIONAL ADMISSION
21481,id 3271
21502,ID 4308 PROVISIONAL ADMISSION
21510,id 5978
21494,ID 2847
21520,PROVISIONAL ADMISSION
21511,HDFC QR 15K 18/5/24 + HDFC 6K+4K 21/6/24 PROVISIONAL ADMISSION
21512,ID 2824
21506,"ID 0835 , 5517 (10K+5K)"
21513,ID 8252
23952,**
21523,PROVISTIONAL ADMISSION
23919,ID 1932
21566,ID 9350
21543,AC 10578 20/6/24 BY CHQ NO 89959
21557,ID 2994 PROVISIONAL ADMISSION
21554,ID 9217
23941,PH PA YQR CODE 01/04/2025
21570,PH PAY QR CODE 02/07/2024 (2717)
21533,PROVISIONAL ADMISSION
21556,ID 3083
21559,id 7753
21567,ID (2084+3223) (8K +2K)
21535,AC 1045 31/5/24 BY UPI PROVISIONAL ADMISSION
22327,HDFC AIMT 5 K 3/924 PH PAY 5K 29/8/24
21541,ID 9754 PROVISIONAL ADMISSION
21555,NEFT BY JAKA 19/06/2024 (LOAN)
21534,ID 2048 PROVISIONAL ADMISSION
21568,id 8827
20188,"8819, 9040"
21537,26/06/24
21531,PROVISIONAL ADMISSION
25748,OLD R# 1526 TRF AERO TO BTECH B1.3
21529,PH PAY ID 4433 22/5/24
21550,PROVISIONAL ADMISSION
21546,ID 2811 PROVISIONAL ADMISSION
21544,AC 1045 28/6/24 BY UPI PROVISIONAL ADMISSION
21558,ID 5304 HDFC PROVISIONAL ADMISSION
21545,HDFC QR CODE 28/06/2024
21547,AC 10569 28/6/24 10K PROVISIONAL ADMISSION
21538,ID 8506 PROVISIONAL ADMISSION
21551,PROVISIONAL ADMISSION
21549,ac 10569 27/6/24 by upi id 3736
21565,ID 9208
22288,PNB 9374 ACC (185000) 30/8/2024 (20000)
21527,NEFT BY 25/06/2024 (10569) ACC
21532,ID 3948 +0043 (10K+10K)
21561,ID 0883
21542,**
21572,ID 7350 PROVISIONAL ADMISSION
23920,ID 8530
25615,IMPS ON 30/07/2025 PNB ACC 10569
23946,PH PAY QR CODE 02/04/2025
21580,ID 0927 PROVISIONAL ADMISSION
21597,AC 1045 5/7/24 PROVISIONAL ADMISSION
22600,AIMT QR
21575,PH PAY QR CODE 02/07/2024
21576,PH PAY QR CODE 03/07/2024
21605,HDFC PROVISIONAL ADMISSION
21586,PH PAY QR CODE 04/07/2024
21590,"OLD R# 1248, 1635"
22519,HDFC QR CODE ACMT 23/09/2024
21600,ID 9273
21611,"OLD STU R# 2162, 2305 PROVISIONAL ADMISSION"
21574,PH PAY QR CODE (5843) 2/07/2024
21618,ID 7791
21582,PH PAY QR CODE 3/07/2024
21604,PH PAY QR CODE (0747) 08/07/2024
21610,ID 3468 PROVISIONAL ADMISSION
21599,PH PAY (8K+2K) PROVISIONAL ADMISSION
21603,ID 8576
21593,AC 10569 3/7/24 (50K)
21591,ID 4356 PROVISIONAL ADMISSION
24724,PH PAY QR CODE 24/05/2025
22442,HDFC QR CODE 17/09/2024
21581,ID 1107 PROVISIONAL ADMISSION
21578,PH PAY 4500+5000+500(10500) PROVISIONAL ADMISSION
21577,ID 9701 (10500) PROVISIONAL ADMISSION
21612,ID 9221
21616,ID 7029 PROVISIONAL ADMISSION
21617,ID 7029 PROVISIONAL ADMISSION
21598,ph pay 3/7/24
22916,ID 2482
21573,NEFT BY CHIRAG 9374 ACC PNB 11/06/2024
21630,PH PAY QR CODE 10/07/2024
21638,ID 6068
21622,HDFC QR CODE 09/07/2024
21635,ID 4915
21661,ID 5623
21665,PH PAY QR CODE (8000+2000) 08/07/2024
21624,PROVISIONAL ADMISSION
21664,ID 3652 PROVISIONAL ADMISSION
21647,PH PAY QR CODE 11/07/024
21646,NEFT BY ROHIT GUPTA 11/07/2024
20682,9772
21623,PH PAY QR CODE 09/07/2024
21619,ID 1746 PROVISIONAL ADMISSION
21648,ID 8712
21625,ID 4861
21620,PH PAY QR CODE (1000) AND (49000) (29000) 09/07/2024
21645,ID 6971
21642,ID 6553
21651,PH PAY QR CODE (2000+28000) 12/07/2024
21659,PH PAY QR CODE (08/07/2024)
21641,ID 2628 PROVISIONAL ADMISSION
21650,ID 5955
21626,ID 6894
21631,CHQ # 433492 SBI/10/7/24
21640,ID 0868 (30K)
21629,PH PAY ID 8967 7/7/24 20K (100000)
21653,id 6723
21655,ID 0833
21649,ID 8060 PROVISIONAL ADMISSION
21639,ID 9180
21656,ID 4811
25780,NIAE QR ID 0569
23921,ID 5461
21710,ID 2823 (5K) + 5K**
22450,AIMT HDFC QR
21683,PH PAY QR CODE 14/07/2024
21685,PH PAY QR CODE 14/07/2024
21675,PH PAY QR CODE (11000) 14/07/2024 AND 15000 CASH
21693,PROVISIONAL ADMISSION
21692,PROVISIONAL ADMISSION
22606,ID 2162
21699,PROVISIONAL ADMISSION
21690,ID 4980 PROVISIONAL ADMISSION
21695,ID 0500 PROVISIONAL ADMISSION
21701,PH PAY ID 7066 15/7/24 50K
21713,id 3670 (40)
21702,ID 7883
21708,id 2040 (57500)
21686,PH PA YQR CODE 14/07/2024
21705,CHEQ NO 209828 (115000)
21688,PROVISIONAL ADMISSION
21691,PH PAY QR CODE 15/07/2024 (4287)
21697,ID 5603 PROVISIONAL ADMISSION
21680,OLD R# 1222 20/06/2024
21560,ID 4264 PROVISIONAL ADMISSION
