id,student_id,ref_group,slot_number,raw_value
8fe516bf-e4af-5069-a6fb-7bf3d74b76fe,659ea0c8-ad1c-59f1-b256-9a5f017b4152,card,2,2678
823e3681-cc94-5377-9aeb-c568adecec50,659ea0c8-ad1c-59f1-b256-9a5f017b4152,card,3,T 424
f084c481-6288-5acd-84df-fd01e93d63db,6139821a-5abf-592b-ae77-20937994d133,card,1,749
c698e3de-d573-5802-b4cf-5f1b4c962ce6,6139821a-5abf-592b-ae77-20937994d133,card,2,2689
26d8116c-306f-50b3-aae6-cd93c4a1e1cc,6139821a-5abf-592b-ae77-20937994d133,card,3,T 426
ccdfbffc-1e58-5e59-80d4-f4d1864eb986,0e5266ff-eb55-5077-8571-cc561e088b64,card,1,490
ea1c58c4-98b8-5491-9700-d9ea929e7636,0e5266ff-eb55-5077-8571-cc561e088b64,card,2,2690
04e598e2-f839-5127-ba96-f71369e9ea6c,0e5266ff-eb55-5077-8571-cc561e088b64,card,3,T 427
dacf1b8e-dd1a-580e-8924-acbf088f7e6a,7e0932a9-8804-5cb6-a12b-108c14150b69,card,1,520
54e4995c-c603-5566-aa04-753a4264826e,7e0932a9-8804-5cb6-a12b-108c14150b69,card,2,2681
a71c41fd-67ec-54ec-8558-2ed5ba8f4257,7e0932a9-8804-5cb6-a12b-108c14150b69,card,3,T 430
5d44a6f3-3abc-52ac-9685-94ee9230fda7,19106be2-d4a3-5e25-bc7b-7b41a38807c1,card,1,688
c06e9605-d623-5d00-8acd-64203b68b31a,19106be2-d4a3-5e25-bc7b-7b41a38807c1,card,2,3298
5a3fa3ff-c26b-5c4f-bdf4-c67a4a371687,19106be2-d4a3-5e25-bc7b-7b41a38807c1,card,3,L-508
22f82cc2-7453-5cce-86ed-a2e1d40a4a87,ed457454-99fc-539a-b9b6-30cbc1892b31,card,1,684
d2174d49-7a6c-5ab6-85db-df8e74c52494,ed457454-99fc-539a-b9b6-30cbc1892b31,card,2,2751
928de1be-9727-5a89-9055-2141378fe782,ed457454-99fc-539a-b9b6-30cbc1892b31,card,3,L-414
80293000-bcac-5bd6-8800-afd8644207c0,5b02e23a-68ef-5c97-9940-307f4cea6146,card,1,599
f56c2308-65e8-52bf-8648-860536abe545,bc4c7eaf-cc24-5a19-8438-07c954ba2137,card,1,485
61914fb0-906a-5e35-b6f6-5b7c0ef92403,fd844931-9217-512f-a10c-96d923d3c8c8,card,1,745
fbe7170f-41af-5f82-a153-d2934f723c01,fd844931-9217-512f-a10c-96d923d3c8c8,card,2,2986
09d7fd61-9a92-5203-bdb0-726853b92c5f,fd844931-9217-512f-a10c-96d923d3c8c8,card,3,L-433
ce930619-5ea1-5409-a845-35d2c1073a45,2a10ff88-b7f2-54a6-bf87-60a0f25f5644,card,1,506
e9cf03f4-6df2-5a21-9af3-35ec1d3912a0,2a10ff88-b7f2-54a6-bf87-60a0f25f5644,card,2,2935
f387cb04-571d-5092-b674-5b6d9aadb3d4,2a10ff88-b7f2-54a6-bf87-60a0f25f5644,card,3,L-492
fe72f2a1-32e2-53cc-9738-a80d342c93a5,a69cb816-331a-5f38-9e76-2d4cab34dc32,card,1,491
f9857dc3-be33-5752-b6e4-939ac8c215e2,a69cb816-331a-5f38-9e76-2d4cab34dc32,card,2,2772
10007cef-d4e0-5f8b-868a-ef1d3b6594a8,a69cb816-331a-5f38-9e76-2d4cab34dc32,card,3,L-511
3de5710e-e312-5ea8-9f2a-3843a539bc0a,1a7ba26c-c377-5e5b-a364-a505e2a5f9fc,card,1,403
2af9f14c-7efb-536f-afc8-b22f668e5ecb,1a7ba26c-c377-5e5b-a364-a505e2a5f9fc,card,2,2773
c47ba6ae-da95-5321-a1fc-b37c835bdb9d,9ace6b52-7340-5260-97f1-ac4b6023a946,card,1,583
30fc2644-6a27-54af-ba6c-a22f690cebac,9ace6b52-7340-5260-97f1-ac4b6023a946,card,2,L- 053
692057f3-0201-5f5b-966c-ec36b0836644,224369f2-0804-5022-a76a-31ebf5b0d083,card,1,888
b862ffb8-d52d-5dd3-a5df-00ed087ac405,224369f2-0804-5022-a76a-31ebf5b0d083,card,2,L-055
1d3f7174-1398-512d-969d-8e77e4565734,889f1798-284a-5faa-b123-de3a820f1843,eno,1,123
83527068-e5d2-5bea-8321-8076fcf9106d,889f1798-284a-5faa-b123-de3a820f1843,eno,2,926
9da4d2ff-9858-5c6b-852f-13c38211e3a2,889f1798-284a-5faa-b123-de3a820f1843,eno,3,517
f3560bbb-ed3f-56f8-afb7-92e66fb13000,889f1798-284a-5faa-b123-de3a820f1843,eno,4,1509
5ec7f88a-91ab-55f9-bacb-d68006770d76,02c6d675-6d16-5e8d-8ff4-9ba95d4d7431,card,1,5729
8964307f-9abf-5465-9bf3-01d183904e27,02c6d675-6d16-5e8d-8ff4-9ba95d4d7431,eno,1,5729
e2451749-9700-5e0d-9c93-f44c0c454354,02c6d675-6d16-5e8d-8ff4-9ba95d4d7431,eno,2,815
9ed0423b-e4bf-5497-bc40-bdab39b06a4f,02c6d675-6d16-5e8d-8ff4-9ba95d4d7431,eno,3,047
74c55eaf-72ca-5e27-9530-8f10d011efe4,02c6d675-6d16-5e8d-8ff4-9ba95d4d7431,eno,4,1447
981287bb-7b75-5d12-abba-85a21fc5a016,8fcd358d-92d8-5cee-a7a0-b901910c8962,card,1,626
57864d15-0789-5162-b38c-a2607a51b993,8fcd358d-92d8-5cee-a7a0-b901910c8962,card,2,2738
a39c7392-1b70-5ce1-8e71-6cb42c4dca05,8fcd358d-92d8-5cee-a7a0-b901910c8962,card,3,L-215
6371c951-a46f-5aad-b1cc-512f3ad507df,64461af6-0d8b-5f46-836e-da2af3b38e37,card,1,613
d394a32b-ab89-5efd-a9a9-eccc1cb24da5,64461af6-0d8b-5f46-836e-da2af3b38e37,card,2,2771
8a4cecaa-7ad1-5d81-b312-620954c0ace5,89d62eda-dd41-5553-9772-ac57fc7ddec2,card,1,675
3d3d39b0-5210-52fd-92bc-8ad8b5b2986e,89d62eda-dd41-5553-9772-ac57fc7ddec2,card,2,2728
bb2d4082-213f-5763-ac86-039562a6632b,d5059eac-c3ec-5e57-af98-10e430a81098,eno,1,382
09022c06-63cd-5103-b487-16aa122445f6,d5059eac-c3ec-5e57-af98-10e430a81098,eno,2,1337
4e2d177d-06b7-5d76-b0cb-b7c9d6255d9c,7f8ad465-8feb-59c0-b990-59548cb5d23a,card,1,534
1d5f4885-d6b6-5fea-8382-8e53c6376122,7f8ad465-8feb-59c0-b990-59548cb5d23a,card,2,2729
49c75e23-9a15-5d62-82b4-2dde12b4e755,7f8ad465-8feb-59c0-b990-59548cb5d23a,card,3,L-234
a386651b-a99e-5294-a13f-0342540a725d,5c3fa24c-e652-5ef6-a1ac-7bd357a8bf50,card,1,451
efe6c1fe-d51e-5919-9f41-b1a492846a0e,5c3fa24c-e652-5ef6-a1ac-7bd357a8bf50,card,2,2727
56bbf520-d4b7-542d-b1e1-c540345c6956,5c3fa24c-e652-5ef6-a1ac-7bd357a8bf50,card,3,L-235
c7448d2f-7b8a-53ea-98d8-39619e97909c,b62b76b8-7afb-5678-ade9-c3129a8671ba,card,1,621
b80a0f30-e6b8-5ef1-abf0-ead9d5281733,b62b76b8-7afb-5678-ade9-c3129a8671ba,card,2,L-106
ecd1836b-636b-5546-a552-f1b69a1c0230,045e477f-ba60-5134-ad01-b3acd3925509,card,1,610
b2c5bf55-8cd5-5642-9270-17f0090842fb,045e477f-ba60-5134-ad01-b3acd3925509,card,2,2889
440728b4-de43-5e7b-8a91-ef954374340d,045e477f-ba60-5134-ad01-b3acd3925509,card,3,T 416
30a726d1-1301-5092-b966-ba41632b6e25,d5e50df4-d7dc-5f54-9f01-4f38bfad2ef2,card,1,499
bca7406f-5c3b-5dc7-9d6c-7b18e028ccf7,d5e50df4-d7dc-5f54-9f01-4f38bfad2ef2,card,2,2702
3ca6b907-0660-5d63-8d3f-4d63f87282eb,d5e50df4-d7dc-5f54-9f01-4f38bfad2ef2,card,3,L-274
990f9422-d7ed-597f-902b-dc246b75aa9e,53dd074a-41e9-5bff-918a-00049571d585,card,1,584
6680e6c9-484e-562b-8de1-06d058ad38b4,53dd074a-41e9-5bff-918a-00049571d585,card,2,2926
7fbf4a9b-b918-5185-ab7d-db24e2a3f64b,ce2916a2-d620-5d2e-95d9-1ecb90681300,card,2,L-024
201d44aa-bca8-576a-aad9-ab1dffcc412a,032444ee-cf7e-51f0-a5b2-aaa6e563a4c5,card,1,571
ef2b9445-d6d4-59cb-9990-edaba62e6613,032444ee-cf7e-51f0-a5b2-aaa6e563a4c5,card,2,2735
1b1d6f89-c660-52a8-8f26-f5ef634bb2f5,032444ee-cf7e-51f0-a5b2-aaa6e563a4c5,card,3,L-356
3280d267-931a-550f-95f6-abdb00f7bb71,3ea9e6e8-0456-5805-ad55-9260646cd77c,card,1,501
6c4acc26-8615-5db0-8aa2-12615d39ace5,3ea9e6e8-0456-5805-ad55-9260646cd77c,card,2,2952
c6ff7452-cf38-5f77-8b24-9ecd819f57a7,6952cac3-304f-5a3e-97dc-d680ddd744bf,card,1,580
293d66d0-a7aa-51cd-91e3-d55a4bab5ffb,6952cac3-304f-5a3e-97dc-d680ddd744bf,card,2,2700
245035de-9854-54ec-92a4-7a5c7371006f,6952cac3-304f-5a3e-97dc-d680ddd744bf,card,3,L-353
5ae8f170-2878-53cc-8a9f-c3fc881b824b,17011eda-d397-5432-8fc4-c08ced5e530d,card,1,540
e57ae4fe-c843-5f2c-a62f-67c20b28f459,17011eda-d397-5432-8fc4-c08ced5e530d,card,2,2753
5ac5dac0-c3f1-50e8-a604-e240dd64e891,17011eda-d397-5432-8fc4-c08ced5e530d,card,3,L-288
c323ab60-b91e-5f2e-aafa-807540337b55,f6b8bb80-4f8a-55b5-a731-f6c94789b993,card,1,424
90b2ed18-9a3c-5b1a-b30a-7cb5b5d3df51,f6b8bb80-4f8a-55b5-a731-f6c94789b993,card,2,2947
b14d6de0-9313-5841-a8fb-ae26d7fb26b2,f6b8bb80-4f8a-55b5-a731-f6c94789b993,card,3,L-295
9c6dec12-ce49-50f6-a63e-207aefc0d572,a170a258-95af-5029-b729-9466296f78ff,card,1,401
ef0fea2c-401e-565e-bf2e-bce410bec66b,a170a258-95af-5029-b729-9466296f78ff,card,2,2855
9b7afb5a-ea3d-5e88-b0e0-bb1ed98db321,a170a258-95af-5029-b729-9466296f78ff,card,3,L-375
b212eae4-caa6-54b6-9e7c-5bfc0112a5ed,70ca55c0-1cca-5fda-a93d-9dc05dfbe441,card,1,592
cedb01e3-dea7-56bc-b177-f219a0e6c5d2,70ca55c0-1cca-5fda-a93d-9dc05dfbe441,card,2,2733
7f21a5b6-0e3d-5284-8d9e-33ebb5d65a7c,70ca55c0-1cca-5fda-a93d-9dc05dfbe441,card,3,L-389
4da64929-64a5-5218-803f-d2ce64b3314a,df4302fb-c3ca-51c0-876a-6ab717ea12c5,card,1,290
363f0433-3ef3-5179-a979-10a247427ac4,51fb6f6f-3ca5-5101-a367-cfbd852c89a9,card,1,895
ac943dea-aef2-5689-b54a-6741021196f8,51fb6f6f-3ca5-5101-a367-cfbd852c89a9,card,2,3252
0fc1bbd4-12b8-56e1-ae19-305b72f4d178,51fb6f6f-3ca5-5101-a367-cfbd852c89a9,eno,1,228
2b027bc7-24c4-56fe-afaa-8df05c616d5e,51fb6f6f-3ca5-5101-a367-cfbd852c89a9,eno,2,689
48720997-2741-5a56-8207-35e623a1ba9f,51fb6f6f-3ca5-5101-a367-cfbd852c89a9,eno,3,525
4d3f4adc-956c-534b-9376-5e22f2674ab4,51fb6f6f-3ca5-5101-a367-cfbd852c89a9,eno,4,1510
0c4cd2fb-fcfe-5e00-983a-cec45702430d,f9be99d4-b4f7-5eea-931f-fdd27cac33f3,eno,2,40K  HOSTEL DUE
5af8bd7e-75bd-53c0-b95e-2a4f6fb323ab,4f7a80bc-fe2b-5a31-a81a-f5d100505750,card,1,537
a95b81e9-ec92-52f9-a2c7-922535a507b7,4f7a80bc-fe2b-5a31-a81a-f5d100505750,card,2,2854
8aeb4c3c-3a76-5404-9b7d-65cbbbd44b1c,4f7a80bc-fe2b-5a31-a81a-f5d100505750,card,3,L-509
6b7683a7-3e3b-5dfb-a20e-03fe86408bb4,7d58000a-f964-5800-950e-e255a5848244,card,1,DIS BY UT
c7d4ee7d-3584-53fc-953a-5009b4423937,7d58000a-f964-5800-950e-e255a5848244,card,2,3138
d34a457f-4c0a-594b-b52f-ba3223610567,7d58000a-f964-5800-950e-e255a5848244,eno,1,235
25bdf2fa-10d1-5255-85d3-bab4a9d854fd,7d58000a-f964-5800-950e-e255a5848244,eno,2,923
7c08b474-769c-5745-aef4-fce8f318a72e,7d58000a-f964-5800-950e-e255a5848244,eno,3,550
8bc62098-6058-56af-ba15-1fbc660571df,7d58000a-f964-5800-950e-e255a5848244,eno,4,1508
77247a3b-1e54-5593-bcc4-41a441a6f4be,29dbd7d2-27bb-5e27-993f-d8645371342a,card,1,427
fa411706-6239-54c4-b465-311f1b2426f0,29dbd7d2-27bb-5e27-993f-d8645371342a,card,2,L-309
5e53dc40-71f6-5781-ba23-fd5071b28cd0,29dbd7d2-27bb-5e27-993f-d8645371342a,card,3,L-309
c4548395-dbec-5dc0-befd-f12dc2a29492,29dbd7d2-27bb-5e27-993f-d8645371342a,eno,1,5681
5f5d577a-f917-5111-ad3e-946377a659b2,29dbd7d2-27bb-5e27-993f-d8645371342a,eno,2,616
a78c44f7-0732-5c1f-b1e5-ba57c90f7a57,29dbd7d2-27bb-5e27-993f-d8645371342a,eno,4,1190
c79f2400-4ae8-5ef7-a8e0-65e74ffc9629,577ff698-9c71-55b9-95e4-0a9e13cae8cf,card,1,5615
bb3a389c-e8f5-5e85-b2e9-1d5359167f0f,577ff698-9c71-55b9-95e4-0a9e13cae8cf,eno,1,5615
5ca9cd07-c3b4-5345-8fb8-5b723a6c0125,577ff698-9c71-55b9-95e4-0a9e13cae8cf,eno,2,786
b57a6c3b-8479-506c-9ace-a1b320eee8cb,577ff698-9c71-55b9-95e4-0a9e13cae8cf,eno,3,067
d55dc96f-8ceb-599c-8729-aa1071fe795c,577ff698-9c71-55b9-95e4-0a9e13cae8cf,eno,4,1130
e088574c-5644-54d9-b2ff-e05ce1644b0a,7f316ff3-f3a5-5de8-b0b3-d3f2edbcc12a,eno,1,5506
7925d617-1880-505f-9547-f412097d39ca,7f316ff3-f3a5-5de8-b0b3-d3f2edbcc12a,eno,2,800
1d1bd684-47cb-55ec-ba52-9111acdc489f,7f316ff3-f3a5-5de8-b0b3-d3f2edbcc12a,eno,3,451
4c96a5a1-1901-5759-bac3-2fcdea216b6d,7f316ff3-f3a5-5de8-b0b3-d3f2edbcc12a,eno,4,1169
4a0f6bc8-66fe-5d9a-8a16-8445e8a3104a,b03fbb30-3a0f-5574-b2b4-71a38cff716e,eno,1,5514
d8bec31a-b714-5dd9-b02c-6801f65a2681,b03fbb30-3a0f-5574-b2b4-71a38cff716e,eno,2,868
f3b93d46-1b79-5b57-9cff-98459de523fe,b03fbb30-3a0f-5574-b2b4-71a38cff716e,eno,3,088
0cf9bd8f-745c-5e84-ab2e-12def849f43d,b03fbb30-3a0f-5574-b2b4-71a38cff716e,eno,4,1176
e8c62564-24c3-51f5-b1ae-9bcffb5b057c,f6c49f8b-05cc-5d0c-8d08-ab3c4c7408da,eno,1,5640
c1168656-35f5-54b2-9f39-45bb8961365f,f6c49f8b-05cc-5d0c-8d08-ab3c4c7408da,eno,2,787
97c049d8-b2c3-5521-9d6f-39d806464d48,f6c49f8b-05cc-5d0c-8d08-ab3c4c7408da,eno,3,322
4383cbc5-387c-58ea-bdc3-e3671cfe8f75,f6c49f8b-05cc-5d0c-8d08-ab3c4c7408da,eno,4,1183
6a17e55d-e65b-5e74-8d4a-9f5137c67a4c,9d366777-e507-512d-8958-1a4342a02445,card,1,086
cbfe655f-2857-50ec-8e56-56399e875cb0,9d366777-e507-512d-8958-1a4342a02445,card,2,L- 488
7f65f236-0f73-5977-921b-ecc998a9a008,813cfcf2-aedd-5441-8477-3e580cdce455,eno,1,5503
2dd88107-2a7b-5963-b74f-fa167fbbc14c,813cfcf2-aedd-5441-8477-3e580cdce455,eno,2,811
e4c5b9da-2713-533e-affd-aa4f6b5b267c,813cfcf2-aedd-5441-8477-3e580cdce455,eno,3,515
4c6ced97-dd38-5415-b3c2-22143bfbb595,813cfcf2-aedd-5441-8477-3e580cdce455,eno,4,1234
f4d7f22d-4d73-558a-adb8-921a50801300,9481071c-382c-5312-80fa-2f75743dfcd4,eno,1,5504
96b1b856-f956-546d-95ef-14833af1a6d0,9481071c-382c-5312-80fa-2f75743dfcd4,eno,2,801
1ba584d6-e7f6-5c1f-bfa1-011a4639683b,9481071c-382c-5312-80fa-2f75743dfcd4,eno,3,499
7917c4b1-1a8a-50aa-8671-1fbef2651272,9481071c-382c-5312-80fa-2f75743dfcd4,eno,4,1257
077c3c89-bf40-541d-9c14-436c8469ce1e,c8c64766-b665-5a66-b38b-6fd0f9bb57ba,eno,1,241
182b2ad8-63c0-5c45-8c7a-28b67baac407,c8c64766-b665-5a66-b38b-6fd0f9bb57ba,eno,2,1311
3f6f242d-31e3-5f3e-97ab-bee2017ffe3b,5d83433d-a94a-5bea-9109-512f7f19e975,card,1,182  CLEAR 3/1/24
d2ee61ce-0924-5e84-bc75-9463f4a7d3fa,5d83433d-a94a-5bea-9109-512f7f19e975,card,2,L-153
16db80d6-4e41-518f-9298-7290a97cc095,5d83433d-a94a-5bea-9109-512f7f19e975,eno,1,776
aaba4e9f-6376-541c-85dc-41d209cd56a9,5d83433d-a94a-5bea-9109-512f7f19e975,eno,2,1517
eb732ce3-467b-5382-aa4c-a4d0e5a9adcc,1acf0498-af91-545c-949e-b4be2a7de97d,card,1,774
41a67ccd-c3e6-56db-9d42-4038b4ea6954,1acf0498-af91-545c-949e-b4be2a7de97d,card,2,L-183
f266457c-5d59-5b9e-810e-21ac5c7214ad,1acf0498-af91-545c-949e-b4be2a7de97d,eno,1,085
3d8b3a59-ba09-5258-90bb-e596594c6c6b,1acf0498-af91-545c-949e-b4be2a7de97d,eno,2,874
f5ed0856-01dd-5367-bda8-0c03fe7f6b60,1acf0498-af91-545c-949e-b4be2a7de97d,eno,3,445
16c4ff83-d8b7-5420-aae8-764a4cf3cc7a,1acf0498-af91-545c-949e-b4be2a7de97d,eno,4,1451
d2316f8e-5c77-5662-b6d2-043b688b8cfc,3795a5ef-a9d7-56e5-a1b7-f34e1e39678a,card,1,890
796185e1-ef82-51a3-a752-a823a3d60fd8,3795a5ef-a9d7-56e5-a1b7-f34e1e39678a,card,2,3140
8a262652-2c6b-5ae5-b42f-d7e556abe8ee,3795a5ef-a9d7-56e5-a1b7-f34e1e39678a,eno,1,227
8123c85c-f384-5200-918b-4084edadac8e,3795a5ef-a9d7-56e5-a1b7-f34e1e39678a,eno,2,918
38dc1f21-7576-5118-9b46-c9ea5e2d139a,3795a5ef-a9d7-56e5-a1b7-f34e1e39678a,eno,3,555
822b91f8-109e-5914-bec5-3a0f0ba58456,3795a5ef-a9d7-56e5-a1b7-f34e1e39678a,eno,4,1512
3c0b274f-95c2-500b-97fb-d9e9991bf8cd,110a5237-c445-54e0-8a56-68da655cd8c7,card,1,459
b9b01870-a950-5c83-b99a-35f0a5f8eaed,110a5237-c445-54e0-8a56-68da655cd8c7,card,2,3251
ab0db2e4-3deb-53fd-b9d5-df2e97344974,110a5237-c445-54e0-8a56-68da655cd8c7,eno,1,220
25bd6d7f-4269-5707-9f11-7048dba90e14,110a5237-c445-54e0-8a56-68da655cd8c7,eno,2,686
d92a3b25-8a0f-5dab-9a8f-697138ba18eb,110a5237-c445-54e0-8a56-68da655cd8c7,eno,3,493
1797cbd2-8f8c-538a-b8df-26a68a229022,110a5237-c445-54e0-8a56-68da655cd8c7,eno,4,1503
68bcf461-e820-5818-9cfe-baa1e559e45f,116a8eca-c088-5904-98e6-62a14994c92a,card,2,3055
58e76f30-d181-5323-b722-22541d229df6,116a8eca-c088-5904-98e6-62a14994c92a,eno,1,119
5803100c-54c8-5415-a5ef-81a54613bb00,116a8eca-c088-5904-98e6-62a14994c92a,eno,2,700
c59cef19-06b6-508c-a76e-960886e01f35,116a8eca-c088-5904-98e6-62a14994c92a,eno,3,537
342109c0-b2c8-546b-97ca-a3cf85d84403,116a8eca-c088-5904-98e6-62a14994c92a,eno,4,1504
e29f4824-09bf-520d-be6f-56eafc2b6be6,3d3f568b-2877-55a4-98fe-5ad040982897,card,1,891
494aab9d-864d-5b7a-9616-05d036b55653,3d3f568b-2877-55a4-98fe-5ad040982897,card,2,3141
71928c2b-bede-56cb-aebb-8ded8eb9de7d,3d3f568b-2877-55a4-98fe-5ad040982897,eno,1,226
65d13c20-1fc1-5b06-8add-5607572003a3,3d3f568b-2877-55a4-98fe-5ad040982897,eno,2,920
5367043b-1917-5dfb-95cf-5883e0ee235e,3d3f568b-2877-55a4-98fe-5ad040982897,eno,3,554
51b19229-844b-5ed5-bdb4-509fc3f6ce4e,3d3f568b-2877-55a4-98fe-5ad040982897,eno,4,1511
321bfb63-b143-57d7-9cd4-021be3839376,2a88fa13-3a61-55be-a993-90851949058b,eno,1,229
0868dfb6-144b-522b-a7bb-50cfcf6898ad,2a88fa13-3a61-55be-a993-90851949058b,eno,2,940
44c8a549-df0a-591a-bd74-3636278420d8,2a88fa13-3a61-55be-a993-90851949058b,eno,3,1519
a9cc0aef-b38d-5f8d-8fc4-dde94022a131,2a88fa13-3a61-55be-a993-90851949058b,eno,4,1519
65fc7ff5-a87c-5b66-8d71-83e950aca941,aaf18b55-5dca-5d5f-91b2-8ac1c7a53c5b,card,2,3039
b2375ff7-34dc-51c8-a05b-f8f266ce6add,aaf18b55-5dca-5d5f-91b2-8ac1c7a53c5b,eno,1,122
dc2e0feb-dd3d-5290-9ec7-ba314d8eea30,aaf18b55-5dca-5d5f-91b2-8ac1c7a53c5b,eno,2,902
03fa6aa6-4f82-5cf5-ad7a-daa39941fe99,aaf18b55-5dca-5d5f-91b2-8ac1c7a53c5b,eno,3,508
c4e32235-e1ee-53ec-b3f3-f73cee278549,aaf18b55-5dca-5d5f-91b2-8ac1c7a53c5b,eno,4,1505
ddb0969c-f280-554d-8e8b-25f231b25d23,5a868588-40b3-51a7-8605-ca119c67cce6,card,1,898
cde69b47-08ab-564d-98f6-a0cc9f05407e,5a868588-40b3-51a7-8605-ca119c67cce6,card,2,3136
360d21e2-487d-5bc9-9b86-a49c7795cbe2,5a868588-40b3-51a7-8605-ca119c67cce6,eno,1,236
2dce6f81-48f8-570a-9935-2d03f6996fab,5a868588-40b3-51a7-8605-ca119c67cce6,eno,2,698
d161fd6b-4722-5c4c-bb28-4530b742bab6,5a868588-40b3-51a7-8605-ca119c67cce6,eno,3,543
fbcded54-911d-5bdc-8d91-ee7b0c098f75,5a868588-40b3-51a7-8605-ca119c67cce6,eno,4,1521
ee826382-429b-5fff-8d57-31471ca211f6,0807e838-46b9-5db3-81cc-f3a672322734,card,1,779
1e595f28-747f-5036-999c-8da1ddf7dab7,0807e838-46b9-5db3-81cc-f3a672322734,card,2,3137
1c29346c-a9e6-527f-905e-0b530d87f0b8,0807e838-46b9-5db3-81cc-f3a672322734,eno,1,222
f85b605c-14de-584b-a77b-f1d37fdfcaeb,0807e838-46b9-5db3-81cc-f3a672322734,eno,2,693
c785540e-39c3-5a6d-b0d6-005ab6af7b02,0807e838-46b9-5db3-81cc-f3a672322734,eno,3,549
5b0fc7c3-75ba-5413-ae21-a54e01ffc1b8,0807e838-46b9-5db3-81cc-f3a672322734,eno,4,1412
b489736c-830f-546e-a205-52331f4d591b,1519acf8-17bc-5a23-b5c3-972a847b5cf2,eno,1,5516
8006dfdb-08c8-5861-97b6-5742aab0be06,1519acf8-17bc-5a23-b5c3-972a847b5cf2,eno,2,802
de3ace11-65ee-572f-81ba-33ff2880612b,1519acf8-17bc-5a23-b5c3-972a847b5cf2,eno,3,475
22609a2e-2286-51d3-a460-d6b8e6bfbeef,1519acf8-17bc-5a23-b5c3-972a847b5cf2,eno,4,1423
833ae5df-15ce-574c-81d8-0aa7f6ea7f2e,bcab8e75-1584-54f8-86d4-f627b9a7042e,card,1,887
8c34547d-d4c3-54d3-af65-1b311ca22696,bcab8e75-1584-54f8-86d4-f627b9a7042e,card,2,3135
595e538a-27aa-5771-899f-66290a177d85,bcab8e75-1584-54f8-86d4-f627b9a7042e,eno,1,221
8f57e188-fd69-5f7f-8534-e80418ed270f,bcab8e75-1584-54f8-86d4-f627b9a7042e,eno,2,694
76ae565f-cdb8-5a1a-b877-61394dee60f9,bcab8e75-1584-54f8-86d4-f627b9a7042e,eno,3,542
cf65ade3-f03d-5c28-ac7e-c78d070d3f75,bcab8e75-1584-54f8-86d4-f627b9a7042e,eno,4,1424
52134ec6-02c5-517d-b345-81c2d94cbdae,2bc583ec-2f2f-5e1c-af44-1b2ddb02eaf7,card,1,415
fb3e7062-53a3-58fb-b162-f3a22795190b,2bc583ec-2f2f-5e1c-af44-1b2ddb02eaf7,card,2,L-310
35bafbd6-6c60-5e5d-bc64-09a04587ef2e,2bc583ec-2f2f-5e1c-af44-1b2ddb02eaf7,eno,1,232
6a32ccbe-4406-51db-94bd-1fd937dc080c,2bc583ec-2f2f-5e1c-af44-1b2ddb02eaf7,eno,2,1382
2f0a512b-b5c0-567f-8d7e-4ea171de3bc5,2bc583ec-2f2f-5e1c-af44-1b2ddb02eaf7,eno,4,1382
68687785-d3d4-5244-9ddf-192b4c046c78,6d09ac1b-d8fe-5867-8ee3-f41e2642bda5,card,1,736
5a9d6cc1-6b60-5ee3-a55a-86929eefc1cf,6d09ac1b-d8fe-5867-8ee3-f41e2642bda5,card,2,2669
85b1d656-a55f-5e15-a1a9-0b866a9290a3,6d09ac1b-d8fe-5867-8ee3-f41e2642bda5,eno,1,089
29754cdb-38aa-55c6-a9f2-87cd4294d450,6d09ac1b-d8fe-5867-8ee3-f41e2642bda5,eno,2,904
14237a1c-0d88-5bc3-85a8-f3ba9a86c2a5,6d09ac1b-d8fe-5867-8ee3-f41e2642bda5,eno,3,436
8bbf1a31-94a6-5da2-9344-c04ccc3887b1,6d09ac1b-d8fe-5867-8ee3-f41e2642bda5,eno,4,1453
05387206-768c-5538-aaee-2d5b9b72c2a7,42ae99de-db7e-56a8-9205-113e997729d2,card,1,893
f89d80e4-00a9-5f0a-af0f-ec1e57dbd5cb,42ae99de-db7e-56a8-9205-113e997729d2,card,2,L-285
1947a8e2-b429-567f-9ae6-207949400365,42ae99de-db7e-56a8-9205-113e997729d2,eno,1,239
07104acc-fea7-5a9f-8475-054bcfca0f13,42ae99de-db7e-56a8-9205-113e997729d2,eno,2,913
0282e9e1-d175-5f13-b0cd-1b1176881e9f,42ae99de-db7e-56a8-9205-113e997729d2,eno,3,552
ae2d37c3-11f4-5193-99e9-e680c7ec24a6,42ae99de-db7e-56a8-9205-113e997729d2,eno,4,1455
ab056d36-45de-58fe-b158-05414c2aed75,93be0e94-fbb7-5ec4-a41c-01912deabed9,card,1,892
f35b92cb-428e-55ee-8d35-617587df8f71,93be0e94-fbb7-5ec4-a41c-01912deabed9,card,2,L-284
155218a3-7d86-5d43-b3ac-ede27332503f,93be0e94-fbb7-5ec4-a41c-01912deabed9,eno,1,237
ad59a041-522b-55ed-9890-1486cc0a883d,93be0e94-fbb7-5ec4-a41c-01912deabed9,eno,2,912
14289115-efe2-5706-92f9-abc01fba3a95,93be0e94-fbb7-5ec4-a41c-01912deabed9,eno,3,553
a300c213-f631-57b1-bc72-e39f886eda47,93be0e94-fbb7-5ec4-a41c-01912deabed9,eno,4,1456
